股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
001260,CN,坤泰股份,-,通用,ROE、现金流、资产负债率,-,-,14.4%,7.8%,-,23.7%,-,-,未分红/不适用,8.6%,8,8,100,High,未知,通过,100,-
001266,CN,宏英智能,-,通用,ROE、现金流、资产负债率,-,-,24.4%,60.0%,-,57.6%,-,-,未分红/不适用,1.6%,8,8,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
001267,CN,汇绿生态,-,通用,ROE、现金流、资产负债率,-,-,8.1%,3.8%,-,53.4%,-,-,未分红/不适用,19.3%,10,10,100,High,未知,通过,100,-
001268,CN,联合精密,-,通用,ROE、现金流、资产负债率,-,-,14.7%,8.3%,-,34.2%,-,-,未分红/不适用,4.1%,8,8,100,High,未知,通过,100,-
001269,CN,欧晶科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,18.1%,28.7%,-,58.4%,-,-,未分红/不适用,-13.1%,10,10,100,High,未知,警惕,40,科技公司营收增长转负；10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱
001277,CN,速达股份,-,通用,ROE、现金流、资产负债率,-,-,18.6%,8.3%,-,23.8%,-,-,未分红/不适用,6.6%,10,10,100,High,未知,通过,100,-
001278,CN,一彬科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,12.5%,9.6%,-,68.1%,-,-,未分红/不适用,11.2%,10,10,100,High,未知,警惕,85,10年净利润波动较大
001279,CN,强邦新材,-,通用,ROE、现金流、资产负债率,-,-,19.2%,8.7%,-,41.7%,-,-,未分红/不适用,-0.3%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001280,CN,中国铀业,-,通用,ROE、现金流、资产负债率,-,-,15.0%,1.1%,-,43.0%,-,-,未分红/不适用,22.3%,5,5,62,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001282,CN,三联锻造,-,通用,ROE、现金流、资产负债率,-,-,13.0%,3.7%,-,39.7%,-,-,未分红/不适用,15.3%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001283,CN,豪鹏科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,14.0%,9.4%,-,58.9%,-,-,未分红/不适用,15.3%,8,8,100,High,未知,通过,100,-
001285,CN,瑞立科密,-,通用,ROE、现金流、资产负债率,-,-,20.6%,10.2%,-,24.9%,-,-,未分红/不适用,14.7%,10,10,100,High,未知,通过,100,-
001286,CN,陕西能源,-,通用,ROE、现金流、资产负债率,-,-,8.8%,5.6%,-,54.5%,-,-,未分红/不适用,10.4%,8,8,100,High,未知,通过,100,-
001287,CN,中电港,-,通用,ROE、现金流、资产负债率,-,-,8.7%,5.8%,-,81.9%,-,-,未分红/不适用,14.3%,8,8,100,High,未知,警惕,85,资产负债率偏高
001288,CN,运机集团,-,通用,ROE、现金流、资产负债率,-,-,8.1%,2.2%,-,56.0%,-,-,未分红/不适用,22.7%,9,9,100,High,未知,通过,100,-
001289,CN,龙源电力,-,通用,ROE、现金流、资产负债率,-,-,8.2%,1.3%,-,66.5%,-,-,未分红/不适用,-6.7%,10,10,100,High,未知,警惕,85,近5年营收增长偏弱
001296,CN,长江材料,-,周期,利润波动、ROE波动、资本开支周期,-,-,10.6%,3.8%,-,20.4%,-,-,未分红/不适用,5.6%,10,10,100,High,未知,通过,100,-
001298,CN,好上好,-,通用,ROE、现金流、资产负债率,-,-,24.3%,22.2%,-,58.9%,-,-,未分红/不适用,5.2%,8,8,100,High,未知,警惕,85,10年ROE波动较大
001299,CN,美能能源,-,通用,ROE、现金流、资产负债率,-,-,15.7%,8.2%,-,29.5%,-,-,未分红/不适用,10.9%,10,10,100,High,未知,通过,100,-
001300,CN,三柏硕,-,通用,ROE、现金流、资产负债率,-,-,15.1%,17.0%,-,23.8%,-,-,未分红/不适用,-21.5%,8,8,100,High,未知,排除,30,10年ROE波动较大；10年净利润波动较大；近5年营收明显下滑
001301,CN,尚太科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,21.9%,14.1%,-,40.3%,-,-,未分红/不适用,35.8%,8,8,100,High,未知,警惕,85,10年ROE波动较大
001306,CN,夏厦精密,-,通用,ROE、现金流、资产负债率,-,-,12.7%,8.8%,-,43.7%,-,-,未分红/不适用,9.2%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001308,CN,康冠科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,24.1%,10.7%,-,51.8%,-,-,未分红/不适用,5.0%,8,8,100,High,未知,通过,100,-
001309,CN,德明利,-,通用,ROE、现金流、资产负债率,-,-,23.3%,15.1%,-,69.9%,-,-,未分红/不适用,77.8%,9,9,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
001311,CN,多利科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,17.9%,8.8%,-,33.6%,-,-,未分红/不适用,10.9%,8,8,100,High,未知,通过,100,-
001312,CN,福恩股份,-,通用,ROE、现金流、资产负债率,-,-,31.4%,9.5%,-,34.0%,-,-,未分红/不适用,-0.8%,4,4,50,Low,未知,数据不足,0,数据年数不足，无法进行可靠筛选
001313,CN,粤海饲料,-,通用,ROE、现金流、资产负债率,-,-,13.7%,20.2%,-,46.6%,-,-,未分红/不适用,-0.9%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
001314,CN,亿道信息,-,通用,ROE、现金流、资产负债率,-,-,23.4%,20.5%,-,49.3%,-,-,未分红/不适用,7.8%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
001316,CN,润贝航科,-,通用,ROE、现金流、资产负债率,-,-,23.9%,20.1%,-,14.3%,-,-,未分红/不适用,15.0%,8,8,100,High,未知,警惕,85,10年ROE波动较大
001317,CN,三羊马,-,通用,ROE、现金流、资产负债率,-,-,3.8%,38.1%,-,43.5%,-,-,未分红/不适用,7.3%,10,10,100,High,未知,排除,45,10年ROE波动较大；长期ROE低于5%
001318,CN,阳光乳业,-,通用,ROE、现金流、资产负债率,-,-,14.3%,6.0%,-,4.4%,-,-,未分红/不适用,-6.7%,8,8,100,High,未知,警惕,85,近5年营收增长偏弱
001319,CN,铭科精技,-,通用,ROE、现金流、资产负债率,-,-,14.0%,6.0%,-,27.5%,-,-,未分红/不适用,9.8%,8,8,100,High,未知,通过,100,-
001322,CN,箭牌家居,-,通用,ROE、现金流、资产负债率,-,-,31.3%,29.1%,-,48.0%,-,-,未分红/不适用,-6.2%,8,8,100,High,未知,警惕,70,10年ROE波动较大；近5年营收增长偏弱
001323,CN,慕思股份,-,通用,ROE、现金流、资产负债率,-,-,28.2%,13.3%,-,41.7%,-,-,未分红/不适用,-5.2%,8,8,100,High,未知,警惕,70,10年ROE波动较大；近5年营收增长偏弱
001324,CN,长青科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,13.3%,6.7%,-,18.5%,-,-,未分红/不适用,0.2%,8,8,100,High,未知,通过,100,-
001325,CN,元创股份,-,通用,ROE、现金流、资产负债率,-,-,16.5%,3.6%,-,30.0%,-,-,未分红/不适用,8.3%,8,8,100,High,未知,通过,100,-
001326,CN,联域股份,-,通用,ROE、现金流、资产负债率,-,-,29.4%,18.5%,-,35.9%,-,-,未分红/不适用,5.8%,7,7,87,Medium,未知,警惕,85,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等
001328,CN,登康口腔,-,通用,ROE、现金流、资产负债率,-,-,17.2%,5.6%,-,25.0%,-,-,未分红/不适用,10.7%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001330,CN,博纳影业,-,通用,ROE、现金流、资产负债率,-,-,-2.5%,12.7%,-,66.0%,-,-,未分红/不适用,-20.4%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
001331,CN,胜通能源,-,通用,ROE、现金流、资产负债率,-,-,10.1%,11.2%,-,13.3%,-,-,未分红/不适用,3.2%,8,8,100,High,未知,警惕,85,10年净利润波动较大
001332,CN,锡装股份,-,通用,ROE、现金流、资产负债率,-,-,16.2%,7.8%,-,30.1%,-,-,未分红/不适用,3.9%,10,10,100,High,未知,通过,100,-
001333,CN,光华股份,-,通用,ROE、现金流、资产负债率,-,-,18.5%,9.6%,-,35.5%,-,-,未分红/不适用,5.6%,9,9,100,High,未知,通过,100,-
001335,CN,信凯科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,25.7%,12.4%,-,45.5%,-,-,未分红/不适用,2.2%,7,7,87,Medium,未知,警惕,85,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等
001336,CN,楚环科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,26.3%,22.1%,-,40.6%,-,-,未分红/不适用,-6.6%,8,8,100,High,未知,警惕,55,科技公司营收增长转负；10年ROE波动较大；近5年营收增长偏弱
001337,CN,四川黄金,-,通用,ROE、现金流、资产负债率,-,-,27.8%,8.3%,-,39.0%,-,-,未分红/不适用,18.2%,8,8,100,High,未知,通过,100,-
001339,CN,智微智能,-,通用,ROE、现金流、资产负债率,-,-,14.8%,10.9%,-,60.3%,-,-,未分红/不适用,10.9%,8,8,100,High,未知,通过,100,-
001356,CN,富岭股份,-,通用,ROE、现金流、资产负债率,-,-,19.4%,8.8%,-,24.7%,-,-,未分红/不适用,8.8%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001358,CN,兴欣新材,-,通用,ROE、现金流、资产负债率,-,-,25.6%,13.4%,-,10.6%,-,-,未分红/不适用,-1.7%,10,10,100,High,未知,警惕,85,10年ROE波动较大
001359,CN,平安电工,-,通用,ROE、现金流、资产负债率,-,-,17.7%,4.5%,-,18.4%,-,-,未分红/不适用,7.9%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001360,CN,南矿集团,-,通用,ROE、现金流、资产负债率,-,-,15.7%,9.7%,-,39.4%,-,-,未分红/不适用,3.4%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001366,CN,播恩集团,-,通用,ROE、现金流、资产负债率,-,-,12.6%,11.6%,-,32.9%,-,-,未分红/不适用,-6.4%,8,8,100,High,未知,警惕,70,10年净利润波动较大；近5年营收增长偏弱
001367,CN,海森药业,-,通用,ROE、现金流、资产负债率,-,-,21.1%,9.7%,-,8.4%,-,-,未分红/不适用,8.2%,8,8,100,High,未知,通过,100,-
001368,CN,通达创智,-,通用,ROE、现金流、资产负债率,-,-,22.5%,18.9%,-,20.2%,-,-,未分红/不适用,2.7%,8,8,100,High,未知,警惕,85,10年ROE波动较大
001369,CN,双欣材料,-,周期,利润波动、ROE波动、资本开支周期,-,-,19.5%,8.3%,-,18.5%,-,-,未分红/不适用,-5.6%,7,7,87,Medium,未知,警惕,85,近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
001373,CN,翔腾新材,-,通用,ROE、现金流、资产负债率,-,-,14.2%,12.1%,-,12.8%,-,-,未分红/不适用,-18.4%,8,8,100,High,未知,排除,30,10年ROE波动较大；10年净利润波动较大；近5年营收明显下滑
001376,CN,百通能源,-,通用,ROE、现金流、资产负债率,-,-,15.1%,3.3%,-,30.7%,-,-,未分红/不适用,7.8%,10,10,100,High,未知,通过,100,-
001378,CN,德冠新材,-,通用,ROE、现金流、资产负债率,-,-,15.4%,9.6%,-,20.7%,-,-,未分红/不适用,3.0%,9,9,100,High,未知,通过,100,-
001379,CN,腾达科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,13.0%,9.1%,-,42.9%,-,-,未分红/不适用,5.8%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001380,CN,华纬科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,15.7%,3.2%,-,34.2%,-,-,未分红/不适用,29.1%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001382,CN,新亚电缆,-,通用,ROE、现金流、资产负债率,-,-,13.1%,3.5%,-,14.1%,-,-,未分红/不适用,0.5%,6,6,75,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001386,CN,马可波罗,-,通用,ROE、现金流、资产负债率,-,-,36.3%,30.3%,-,25.3%,-,-,未分红/不适用,-8.9%,7,7,87,Medium,未知,警惕,70,10年ROE波动较大；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
001387,CN,雪祺电气,-,通用,ROE、现金流、资产负债率,-,-,19.0%,14.7%,-,46.6%,-,-,未分红/不适用,-0.9%,7,7,87,Medium,未知,警惕,85,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等
001388,CN,信通电子,-,科技,营收增长、自由现金流、研发投入效率,-,-,25.5%,12.8%,-,32.0%,-,-,未分红/不适用,14.3%,10,10,100,High,未知,警惕,85,10年ROE波动较大
001389,CN,广合科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,21.4%,5.5%,-,47.3%,-,-,未分红/不适用,27.5%,9,9,100,High,未知,警惕,85,10年净利润波动较大
001391,CN,国货航,-,通用,ROE、现金流、资产负债率,-,-,18.4%,13.9%,-,10.4%,-,-,未分红/不适用,-1.5%,7,7,87,Medium,未知,警惕,85,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等
001395,CN,亚联机械,-,通用,ROE、现金流、资产负债率,-,-,24.3%,6.6%,-,44.5%,-,-,未分红/不适用,11.3%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001396,CN,誉帆科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,20.0%,8.0%,-,30.6%,-,-,未分红/不适用,11.0%,7,7,87,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
001400,CN,江顺科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,39.6%,17.0%,-,36.9%,-,-,未分红/不适用,6.2%,8,8,100,High,未知,警惕,85,10年ROE波动较大
001696,CN,宗申动力,-,通用,ROE、现金流、资产负债率,-,-,9.7%,2.1%,-,53.0%,-,-,未分红/不适用,7.3%,10,10,100,High,未知,通过,100,-
001872,CN,招商港口,-,通用,ROE、现金流、资产负债率,-,-,7.6%,2.2%,-,36.0%,-,-,未分红/不适用,3.1%,10,10,100,High,未知,通过,100,-
001896,CN,豫能控股,-,通用,ROE、现金流、资产负债率,-,-,0.4%,35.7%,-,86.8%,-,-,未分红/不适用,-1.5%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高
001914,CN,招商积余,-,通用,ROE、现金流、资产负债率,-,-,7.2%,4.3%,-,45.9%,-,-,未分红/不适用,16.1%,10,10,100,High,未知,通过,100,-
001965,CN,招商公路,-,通用,ROE、现金流、资产负债率,-,-,8.6%,2.0%,-,43.6%,-,-,未分红/不适用,11.6%,10,10,100,High,未知,通过,100,-
001979,CN,招商蛇口,-,通用,ROE、现金流、资产负债率,-,-,19.4%,20.2%,-,67.5%,-,-,未分红/不适用,-0.9%,10,10,100,High,未知,警惕,85,10年ROE波动较大
002001,CN,新 和 成,-,通用,ROE、现金流、资产负债率,-,-,18.1%,3.8%,-,27.7%,-,-,未分红/不适用,10.5%,10,10,100,High,未知,通过,100,-
002003,CN,伟星股份,-,通用,ROE、现金流、资产负债率,-,-,15.5%,1.8%,-,32.4%,-,-,未分红/不适用,9.4%,10,10,100,High,未知,通过,100,-
002004,CN,华邦健康,-,通用,ROE、现金流、资产负债率,-,-,5.0%,2.7%,-,41.5%,-,-,未分红/不适用,-1.9%,10,10,100,High,未知,排除,60,长期ROE低于5%
002006,CN,精工科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,12.9%,17.7%,-,49.4%,-,-,未分红/不适用,-0.5%,10,10,100,High,未知,警惕,55,科技公司营收增长转负；10年ROE波动较大；10年净利润波动较大
002007,CN,华兰生物,-,通用,ROE、现金流、资产负债率,-,-,16.3%,5.4%,-,12.3%,-,-,未分红/不适用,0.9%,10,10,100,High,未知,通过,100,-
002008,CN,大族激光,-,通用,ROE、现金流、资产负债率,-,-,13.3%,7.2%,-,50.5%,-,-,未分红/不适用,3.5%,10,10,100,High,未知,通过,100,-
002009,CN,天奇股份,-,通用,ROE、现金流、资产负债率,-,-,1.0%,9.5%,-,63.4%,-,-,未分红/不适用,-7.5%,10,10,100,High,未知,排除,30,10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
002010,CN,传化智联,-,通用,ROE、现金流、资产负债率,-,-,15.3%,26.2%,-,50.4%,-,-,未分红/不适用,-8.3%,10,10,100,High,未知,警惕,70,10年ROE波动较大；近5年营收增长偏弱
002011,CN,盾安环境,-,通用,ROE、现金流、资产负债率,-,-,1.2%,33.9%,-,45.8%,-,-,未分红/不适用,7.3%,10,10,100,High,未知,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
AAL,US,"American Airlines Group, Inc. - Common Stock",Airlines,通用,ROE、现金流、资产负债率,40.97,-2.06,-10.6%,9.5%,-52500000.00,106.0%,6.6%,1.11,未分红/不适用,3.7%,4,6,80,Medium,低,排除,0,10年净利润波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AAME,US,Atlantic American Corporation - Common Stock,Insurance - Life,保险,偿付能力、久期缺口、投资收益质量,9.87,0.42,0.0%,3.2%,3606250.00,74.7%,-,-0.54,未分红/不适用,-1.9%,4,0,80,Medium,中,排除,0,保险需补充偿付能力/久期缺口专项数据；PB低但近5年出现亏损；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
AAOI,US,"Applied Optoelectronics, Inc. - Common Stock",Communication Equipment,科技,营收增长、自由现金流、研发投入效率,-,14.54,-37.2%,32.2%,-125679750.00,37.2%,-,-12.36,未分红/不适用,26.9%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AAON,US,"AAON, Inc. - Common Stock",Building Products & Equipment,通用,ROE、现金流、资产负债率,99.29,12.27,18.6%,5.1%,-83647000.00,46.9%,4.9%,8.26,未分红/不适用,17.5%,4,6,80,Medium,低,警惕,85,近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
AAPL,US,Apple Inc. - Common Stock,Consumer Electronics,科技,营收增长、自由现金流、研发投入效率,36.15,41.08,167.4%,20.4%,104650250000.00,79.5%,-,-,未分红/不适用,1.8%,4,6,80,Medium,中,警惕,55,10年ROE波动较大；资产负债率偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
AARD,US,"Aardvark Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.69,13.2%,46.3%,-36231500.00,9.0%,-,-,未分红/不适用,-,4,0,80,Medium,低,排除,15,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
ABAT,US,American Battery Technology Company - Common Stock,Waste Management,科技,营收增长、自由现金流、研发投入效率,-,4.01,-63.9%,20.3%,-28589767.00,16.4%,-,-2403.87,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ABCL,US,AbCellera Biologics Inc. - Common Shares,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.37,-7.6%,13.7%,-69285750.00,28.7%,3.5%,-,未分红/不适用,-46.3%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
ABEO,US,Abeona Therapeutics Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,5.89,2.20,-153.5%,167.7%,-55928750.00,27.5%,-,20.06,未分红/不适用,60.3%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ABLV,US,Able View Global Inc. - Class B Ordinary Shares,Specialty Retail,消费,ROE、毛利率稳定性、分红稳定性,-,6.43,80.3%,183.8%,2329817.25,77.5%,-,-0.04,未分红/不适用,-10.2%,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；资产负债率偏高；利息覆盖倍数过低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ABNB,US,"Airbnb, Inc. - Class A Common Stock",Travel Services,通用,ROE、现金流、资产负债率,33.00,10.42,38.7%,13.4%,3405000000.00,63.1%,3.4%,-,未分红/不适用,13.4%,4,6,80,Medium,低,警惕,85,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等
ABOS,US,"Acumen Pharmaceuticals, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.97,-67.7%,71.7%,-70064000.00,42.7%,-,-27.73,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ABSI,US,Absci Corporation - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,5.00,-54.8%,11.3%,-82462000.00,12.4%,-,-549.78,未分红/不适用,-21.3%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
ABTC,US,American Bitcoin Corp. - Class A Common Stock,Capital Markets,金融,杠杆、资产质量、资本约束,-,1.78,9.2%,32.6%,-88715666.67,46.6%,12.4%,-,未分红/不适用,41.3%,3,3,60,Medium,高,需专项分析,10,金融行业需专项资产质量与资本约束分析；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；高杠杆行业，需资产负债表专项分析；数据质量为Medium，筛选结果置信度中等
ABTS,US,Abits Group Inc - Ordinary Shares,Capital Markets,金融,杠杆、资产质量、资本约束,-,0.29,-63.0%,48.1%,-12777366.75,28.7%,-,-8.67,未分红/不适用,281.5%,4,6,80,Medium,高,排除,0,金融行业需专项资产质量与资本约束分析；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；高杠杆行业，需资产负债表专项分析；数据质量为Medium，筛选结果置信度中等
ABUS,US,Arbutus Biopharma Corporation - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,5.24,3.29,-58.8%,13.6%,-62614666.67,19.1%,-,-344.37,未分红/不适用,-28.8%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
ABVC,US,"ABVC BioPharma, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,2.36,-375.5%,210.5%,-5863066.00,36.9%,-,-19.08,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ABVE,US,Above Food Ingredients Inc. - Common Stock,Packaged Foods,消费,ROE、毛利率稳定性、分红稳定性,-,-1.20,-543.8%,1028.4%,-22268374.67,132.1%,0.6%,-5.46,未分红/不适用,36.1%,3,0,60,Medium,低,排除,0,消费公司长期ROE不够突出；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ACAD,US,ACADIA Pharmaceuticals Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,10.00,3.07,-1.3%,41.1%,92998000.00,21.5%,-,-,未分红/不适用,27.5%,4,6,80,Medium,低,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
ACB,US,Aurora Cannabis Inc. - Common Shares,Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,-,0.49,-76.4%,122.9%,-123583750.00,28.6%,5.1%,3.42,未分红/不适用,11.9%,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ACCL,US,Acco Group Holdings Limited - Class A Ordinary Shares,Consulting Services,通用,ROE、现金流、资产负债率,21.00,8.40,46.7%,-,1514942.00,44.1%,-,-,未分红/不适用,-,1,6,20,Low,低,数据不足,0,数据年数不足，无法进行可靠筛选
ACDC,US,ProFrac Holding Corp. - Class A Common Stock,Oil & Gas Equipment & Services,周期,利润波动、ROE波动、资本开支周期,-,2.13,-22.1%,20.5%,119350000.00,68.4%,11.3%,-1.65,未分红/不适用,-7.1%,4,6,80,Medium,中,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；利息覆盖倍数过低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ACET,US,"Adicet Bio, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.57,-61.0%,26.2%,-87552000.00,17.2%,-,-3243.53,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ACFN,US,"Acorn Energy, Inc. - Common Stock",Scientific & Technical Instruments,周期,利润波动、ROE波动、资本开支周期,22.48,5.26,48.0%,53.8%,659750.00,37.6%,-,-,未分红/不适用,17.9%,4,6,80,Medium,低,警惕,40,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
ACGL,US,Arch Capital Group Ltd. - Common Stock,Insurance - Diversified,保险,偿付能力、久期缺口、投资收益质量,7.19,1.41,18.6%,5.4%,5553250000.00,69.5%,0.8%,34.64,未分红/不适用,26.1%,4,6,80,Medium,中,需专项分析,70,保险需补充偿付能力/久期缺口专项数据；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ACHC,US,"Acadia Healthcare Company, Inc. - Common Stock",Medical Care Facilities,通用,ROE、现金流、资产负债率,-,1.24,-9.8%,31.5%,-219493500.00,61.3%,23.5%,-6.68,未分红/不适用,8.3%,4,6,80,Medium,低,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ACHV,US,"Achieve Life Sciences, Inc.  - Common Shares",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,28.95,276.1%,1196.6%,-36984500.00,48.5%,2.5%,-65.73,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
